fold,val_auroc,best_epoch,accuracy,balanced_accuracy,precision,recall,sensitivity,f1_score,cohen_kappa,specificity,npv,ppv,mcc,auroc,auc_pr,n_samples,n_positive,n_negative,class_ratio
1,0.6977272727272728,3,0.6796875,0.6613494682801613,0.3541666666666667,0.6296296296296297,0.6296296296296297,0.4533333333333333,0.25114155251141557,0.693069306930693,0.875,0.3541666666666667,0.2719408752438796,0.7477081041437477,0.502114827469676,128,27,101,0.2109375
2,0.6886363636363637,4,0.578125,0.6105610561056105,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.4,0.14855875831485588,0.5544554455445545,0.8615384615384616,0.2857142857142857,0.1804462205241012,0.6593325999266594,0.3691331265294485,128,27,101,0.2109375
3,0.5982142857142857,1,0.578125,0.596993032636597,0.2786885245901639,0.6296296296296297,0.6296296296296297,0.38636363636363635,0.13274780426599753,0.5643564356435643,0.8507462686567164,0.2786885245901639,0.1584567646123437,0.6875687568756875,0.4604084474413239,128,27,101,0.2109375
4,0.7511904761904761,4,0.734375,0.6281628162816282,0.3870967741935484,0.4444444444444444,0.4444444444444444,0.41379310344827586,0.24313043478260865,0.8118811881188119,0.845360824742268,0.3870967741935484,0.24410006368569198,0.6219288595526219,0.41395305086307327,128,27,101,0.2109375
5,0.7571428571428571,4,0.7734375,0.652915291529153,0.46153846153846156,0.4444444444444444,0.4444444444444444,0.4528301886792453,0.31003717472118963,0.8613861386138614,0.8529411764705882,0.46153846153846156,0.310124960382541,0.6769343601026769,0.42910992786337676,128,27,101,0.2109375
