epoch,fold,train_loss,val_loss,train_accuracy,train_balanced_accuracy,train_precision,train_recall,train_sensitivity,train_f1_score,train_cohen_kappa,train_specificity,train_npv,train_ppv,train_mcc,train_auroc,train_auc_pr,train_avg_loss,train_n_samples,train_n_positive,train_n_negative,train_class_ratio,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_sensitivity,val_f1_score,val_cohen_kappa,val_specificity,val_npv,val_ppv,val_mcc,val_auroc,val_auc_pr,val_avg_loss,val_n_samples,val_n_positive,val_n_negative,val_class_ratio
1,4,0.07654282348632004,0.0690214176917501,0.6379310344827587,0.6379310344827587,0.6037037037037037,0.8029556650246306,0.8029556650246306,0.6892177589852009,0.27586206896551724,0.4729064039408867,0.7058823529411765,0.6037037037037037,0.29223800250640314,0.6922274260477081,0.6983244068988121,0.07654282348632004,406,203,203,0.5,0.5643564356435643,0.7074404761904762,0.31746031746031744,0.9523809523809523,0.9523809523809523,0.47619047619047616,0.23878040424803015,0.4625,0.9736842105263158,0.31746031746031744,0.34754901676108546,0.8184523809523809,0.5800247549824369,0.0690214176917501,101,21,80,0.2079207920792079
2,4,0.06374090711144136,0.040910245940154924,0.7364532019704434,0.7339257964257964,0.7044534412955465,0.8365384615384616,0.8365384615384616,0.7648351648351648,0.4700773378223426,0.6313131313131313,0.7861635220125787,0.7044534412955465,0.47909907927663337,0.8256118881118881,0.8273111152214476,0.06374090711144136,406,208,198,0.5123152709359606,0.8712871287128713,0.7782738095238095,0.7222222222222222,0.6190476190476191,0.6190476190476191,0.6666666666666666,0.5874960728872133,0.9375,0.9036144578313253,0.7222222222222222,0.5901761721693518,0.8904761904761904,0.7375426741571893,0.040910245940154924,101,21,80,0.2079207920792079
3,4,0.06064028479285978,0.046274112364465124,0.7684729064039408,0.7712993581015366,0.7232142857142857,0.8350515463917526,0.8350515463917526,0.7751196172248804,0.5390598579641529,0.7075471698113207,0.8241758241758241,0.7232142857142857,0.5449891474961982,0.861991830383194,0.8390904807189268,0.06064028479285978,406,194,212,0.47783251231527096,0.7920792079207921,0.780952380952381,0.5,0.7619047619047619,0.7619047619047619,0.6037735849056604,0.4709403841356947,0.8,0.927536231884058,0.5,0.490137373174573,0.8720238095238094,0.7292308965532976,0.046274112364465124,101,21,80,0.2079207920792079
4,4,0.058578164900507206,0.08001866221706232,0.8275862068965517,0.8279671717171717,0.8106796116504854,0.8434343434343434,0.8434343434343434,0.8267326732673267,0.6552978847273433,0.8125,0.845,0.8106796116504854,0.6558069651743922,0.895274864024864,0.8726560472688285,0.058578164900507206,406,198,208,0.4876847290640394,0.6534653465346535,0.7461309523809524,0.36538461538461536,0.9047619047619048,0.9047619047619048,0.5205479452054794,0.31875120447099636,0.5875,0.9591836734693877,0.36538461538461536,0.399715654054959,0.8595238095238096,0.6997853277978032,0.08001866221706232,101,21,80,0.2079207920792079
5,4,0.06012637361590445,0.06619721207410559,0.8251231527093597,0.8269937903323998,0.7884615384615384,0.8586387434554974,0.8586387434554974,0.8220551378446115,0.6507548038479246,0.7953488372093023,0.8636363636363636,0.7884615384615384,0.6530420578719248,0.89192743211981,0.856503948305906,0.06012637361590445,406,191,215,0.47044334975369456,0.6237623762376238,0.7098214285714286,0.33962264150943394,0.8571428571428571,0.8571428571428571,0.4864864864864865,0.2686737804878049,0.5625,0.9375,0.33962264150943394,0.3410169160936076,0.8398809523809523,0.7140936346865272,0.06619721207410559,101,21,80,0.2079207920792079
6,4,0.04219848941820161,0.0732983593949437,0.8596059113300493,0.8604126213592234,0.820627802690583,0.915,0.915,0.8652482269503546,0.7196200537934043,0.8058252427184466,0.907103825136612,0.820627802690583,0.7242702032131572,0.9258980582524272,0.9138989620451717,0.04219848941820161,406,200,206,0.49261083743842365,0.7128712871287128,0.7485119047619048,0.40476190476190477,0.8095238095238095,0.8095238095238095,0.5396825396825397,0.36312241791693844,0.6875,0.9322033898305084,0.40476190476190477,0.40924292833918824,0.8392857142857143,0.6900428060861703,0.0732983593949437,101,21,80,0.2079207920792079
7,4,0.04238709782108463,0.0724488158888888,0.8571428571428571,0.8532418224299065,0.825,0.9252336448598131,0.9252336448598131,0.8722466960352423,0.7114357139355914,0.78125,0.9036144578313253,0.825,0.7174637258191046,0.9273753894080997,0.9250217893355063,0.042387097821084636,406,214,192,0.5270935960591133,0.7722772277227723,0.7860119047619047,0.4722222222222222,0.8095238095238095,0.8095238095238095,0.5964912280701754,0.4527679623085984,0.7625,0.9384615384615385,0.4722222222222222,0.4846863824122659,0.8398809523809524,0.6982528123218303,0.0724488158888888,101,21,80,0.2079207920792079
8,4,0.03495088975417031,0.08358344870678625,0.8891625615763546,0.8888848440723214,0.8703703703703703,0.9170731707317074,0.9170731707317074,0.8931116389548693,0.7781851734939174,0.8606965174129353,0.9105263157894737,0.8703703703703703,0.7793316188040408,0.950394369615338,0.94521846160646,0.03495088975417031,406,205,201,0.5049261083743842,0.801980198019802,0.7872023809523809,0.5161290322580645,0.7619047619047619,0.7619047619047619,0.6153846153846154,0.4886075949367089,0.8125,0.9285714285714286,0.5161290322580645,0.5054088071271641,0.8309523809523809,0.6889434214744359,0.08358344870678625,101,21,80,0.2079207920792079
9,4,0.040691822878636597,0.09365511443307648,0.8719211822660099,0.8713106796116505,0.8468468468468469,0.912621359223301,0.912621359223301,0.8785046728971962,0.7434875583203733,0.83,0.9021739130434783,0.8468468468468469,0.7458141958934698,0.9427184466019418,0.940806320474344,0.040691822878636597,406,206,200,0.5073891625615764,0.7722772277227723,0.7508928571428571,0.46875,0.7142857142857143,0.7142857142857143,0.5660377358490566,0.4205537540533799,0.7875,0.9130434782608695,0.46875,0.43769682795144604,0.825,0.6950130556713101,0.09365511443307648,101,21,80,0.2079207920792079
10,4,0.023797160280844946,0.09402174711527876,0.9211822660098522,0.9220255868715559,0.8847926267281107,0.964824120603015,0.964824120603015,0.9230769230769231,0.8425784563189144,0.8792270531400966,0.9629629629629629,0.8847926267281107,0.8459013538977429,0.9701891098002087,0.9612290848397731,0.023797160280844946,406,199,207,0.49014778325123154,0.7821782178217822,0.7220238095238095,0.48148148148148145,0.6190476190476191,0.6190476190476191,0.5416666666666666,0.40172320947765217,0.825,0.8918918918918919,0.48148148148148145,0.4071800062161993,0.8404761904761905,0.7014421493044569,0.09402174711527876,101,21,80,0.2079207920792079
