Model,Feature_Extractor,MIL_Architecture,Mean_AUC,Std_AUC,CI_Lower,CI_Upper,Sensitivity_at_90_Spec,Specificity_at_90_Sens,N_Folds
h-optimus_mean,h-optimus,mean,0.7752108544187751,0.025964667947236286,0.7524518195018288,0.7979698893357214,0.4074074074074074,0.5445544554455446,5
