fold,val_auroc,best_epoch,accuracy,balanced_accuracy,precision,recall,sensitivity,f1_score,cohen_kappa,specificity,npv,ppv,mcc,auroc,auc_pr,n_samples,n_positive,n_negative,class_ratio
1,0.7886363636363636,1,0.78125,0.6985698569856986,0.4838709677419355,0.5555555555555556,0.5555555555555556,0.5172413793103449,0.3766956521739131,0.8415841584158416,0.8762886597938144,0.4838709677419355,0.3781979527490764,0.7158049138247157,0.5390447898211117,128,27,101,0.2109375
2,0.884090909090909,3,0.8046875,0.7269893656032269,0.5333333333333333,0.5925925925925926,0.5925925925925926,0.5614035087719298,0.43622269203664554,0.8613861386138614,0.8877551020408163,0.5333333333333333,0.4372244201973025,0.7642097543087641,0.5770760305436837,128,27,101,0.2109375
3,0.7261904761904762,1,0.796875,0.6813348001466814,0.52,0.48148148148148145,0.48148148148148145,0.5,0.3727855258198266,0.8811881188118812,0.8640776699029126,0.52,0.3732201696389082,0.7737440410707737,0.5315117740633377,128,27,101,0.2109375
4,0.8904761904761904,2,0.8046875,0.6862852951961863,0.5416666666666666,0.48148148148148145,0.48148148148148145,0.5098039215686274,0.3883792048929664,0.8910891089108911,0.8653846153846154,0.5416666666666666,0.38942950128851095,0.7942794279427943,0.6005689524174638,128,27,101,0.2109375
5,0.830952380952381,2,0.65625,0.6600660066006601,0.33962264150943394,0.6666666666666666,0.6666666666666666,0.45,0.236649498509081,0.6534653465346535,0.88,0.33962264150943394,0.2651570070184963,0.753942060872754,0.5691344964979104,128,27,101,0.2109375
