Model,Feature_Extractor,MIL_Architecture,Mean_AUC,Std_AUC,CI_Lower,CI_Upper,Sensitivity_at_90_Spec,Specificity_at_90_Sens,N_Folds
h-optimus_attention,h-optimus,attention,0.799046571323799,0.02653939241421021,0.7757837682000702,0.8223093744475277,0.4074074074074074,0.48514851485148514,5
