fold,val_auroc,best_epoch,accuracy,balanced_accuracy,precision,recall,sensitivity,f1_score,cohen_kappa,specificity,npv,ppv,mcc,auroc,auc_pr,n_samples,n_positive,n_negative,class_ratio
1,0.811931818181818,4,0.7578125,0.7108544187752108,0.4473684210526316,0.6296296296296297,0.6296296296296297,0.5230769230769231,0.3669432035737077,0.7920792079207921,0.8888888888888888,0.4473684210526316,0.37656696521770266,0.7931793179317931,0.6716880459052638,128,27,101,0.2109375
2,0.9193181818181818,2,0.8203125,0.669050238357169,0.6111111111111112,0.4074074074074074,0.4074074074074074,0.4888888888888889,0.3851294903926483,0.9306930693069307,0.8545454545454545,0.6111111111111112,0.39678546701416156,0.8122478914558122,0.6405834759272732,128,27,101,0.2109375
3,0.7303571428571428,1,0.6640625,0.6785845251191787,0.35185185185185186,0.7037037037037037,0.7037037037037037,0.4691358024691358,0.26140633387010204,0.6534653465346535,0.8918918918918919,0.35185185185185186,0.295055454880086,0.7290062339567289,0.6018514820037575,128,27,101,0.2109375
4,0.8666666666666667,2,0.7421875,0.7280894756142281,0.4318181818181818,0.7037037037037037,0.7037037037037037,0.5352112676056338,0.37067938021454117,0.7524752475247525,0.9047619047619048,0.4318181818181818,0.3918427629808759,0.8445177851118446,0.7125806904218337,128,27,101,0.2109375
5,0.8321428571428571,1,0.7578125,0.6972863953061973,0.4444444444444444,0.5925925925925926,0.5925925925925926,0.5079365079365079,0.35163398692810455,0.801980198019802,0.8804347826086957,0.4444444444444444,0.35803422075320573,0.7975797579757975,0.5625089000744866,128,27,101,0.2109375
