accuracy,balanced_accuracy,precision,recall,sensitivity,f1_score,cohen_kappa,specificity,npv,ppv,mcc,auroc,auc_pr,avg_loss,n_samples,n_positive,n_negative,class_ratio,val_loss,fold,best_epoch,best_val_loss
0.7745098039215687,0.6420454545454546,0.47368421052631576,0.4090909090909091,0.4090909090909091,0.43902439024390244,0.29886431560071725,0.875,0.8433734939759037,0.47368421052631576,0.3001219943728089,0.6761363636363636,0.39622794608702644,0.0711696606692082,102,22,80,0.21568627450980393,0.0711696606692082,1,1,0.0711696606692082
0.696078431372549,0.7238636363636364,0.3953488372093023,0.7727272727272727,0.7727272727272727,0.5230769230769231,0.3326298016040524,0.675,0.9152542372881356,0.3953488372093023,0.3729148259930729,0.7659090909090909,0.539883702533756,0.05878633508166554,102,22,80,0.21568627450980393,0.05878633508166554,2,4,0.05878633508166554
0.594059405940594,0.5857142857142856,0.2727272727272727,0.5714285714285714,0.5714285714285714,0.36923076923076925,0.12211151155395383,0.6,0.8421052631578947,0.2727272727272727,0.14030530132648025,0.6238095238095238,0.43459817249602134,0.06746799825681465,101,21,80,0.2079207920792079,0.06746799825681465,3,1,0.06746799825681465
0.7623762376237624,0.7446428571428572,0.45454545454545453,0.7142857142857143,0.7142857142857143,0.5555555555555556,0.4041297935103244,0.775,0.9117647058823529,0.45454545454545453,0.42335603042242637,0.7607142857142858,0.5441029933454616,0.05293541154731987,101,21,80,0.2079207920792079,0.05293541154731987,4,1,0.05293541154731987
0.7227722772277227,0.6318452380952381,0.37037037037037035,0.47619047619047616,0.47619047619047616,0.4166666666666667,0.23855681206246637,0.7875,0.8513513513513513,0.37037037037037035,0.24179724229728727,0.7119047619047618,0.4309786388144362,0.06159558609395408,101,21,80,0.2079207920792079,0.06159558609395408,5,5,0.06159558609395408
