Model,Feature_Extractor,MIL_Architecture,Mean_AUC,Std_AUC,CI_Lower,CI_Upper,Sensitivity_at_90_Spec,Specificity_at_90_Sens,N_Folds
resnet18_mean,resnet18,mean,0.6505317198386505,0.012913790061376688,0.639212283768286,0.6618511559090151,0.2962962962962963,0.2376237623762376,5
