accuracy,balanced_accuracy,precision,recall,sensitivity,f1_score,cohen_kappa,specificity,npv,ppv,mcc,auroc,auc_pr,avg_loss,n_samples,n_positive,n_negative,class_ratio,val_loss,fold,best_epoch,best_val_auroc
0.7450980392156863,0.7056818181818182,0.4375,0.6363636363636364,0.6363636363636364,0.5185185185185185,0.35317073170731705,0.775,0.8857142857142857,0.4375,0.36463489122148457,0.7460227272727272,0.49997449341741973,0.6061934926188909,102,22,80,0.21568627450980393,0.6061934926188909,1,21,0.7460227272727272
0.7941176470588235,0.5556818181818182,0.6,0.13636363636363635,0.13636363636363635,0.2222222222222222,0.15469613259668513,0.975,0.8041237113402062,0.6,0.2121430791603013,0.6352272727272728,0.4040065424336443,0.6097744198945853,102,22,80,0.21568627450980393,0.6097744198945853,2,1,0.6352272727272728
0.7227722772277227,0.6142857142857143,0.36,0.42857142857142855,0.42857142857142855,0.391304347826087,0.21357063403781984,0.8,0.8421052631578947,0.36,0.2149313581630296,0.6767857142857143,0.4665187829945739,0.6148533935730274,101,21,80,0.2079207920792079,0.6148533935730274,3,2,0.6767857142857143
0.43564356435643564,0.6086309523809523,0.25675675675675674,0.9047619047619048,0.9047619047619048,0.4,0.11253275782333905,0.3125,0.9259259259259259,0.25675675675675674,0.19922346148647824,0.7613095238095238,0.5372486710576879,0.7528653672108283,101,21,80,0.2079207920792079,0.7528653672108283,4,3,0.7613095238095238
0.6336633663366337,0.6458333333333333,0.3181818181818182,0.6666666666666666,0.6666666666666666,0.4307692307692308,0.20775916896332425,0.625,0.8771929824561403,0.3181818181818182,0.23871388072908098,0.731547619047619,0.46191249943613794,0.6475960560716115,101,21,80,0.2079207920792079,0.6475960560716115,5,11,0.731547619047619
