fold,val_auroc,best_epoch,accuracy,balanced_accuracy,precision,recall,sensitivity,f1_score,cohen_kappa,specificity,npv,ppv,mcc,auroc,auc_pr,n_samples,n_positive,n_negative,class_ratio
1,0.8295454545454546,2,0.8359375,0.7196552988632197,0.6363636363636364,0.5185185185185185,0.5185185185185185,0.5714285714285714,0.4712824547600315,0.9207920792079208,0.8773584905660378,0.6363636363636364,0.47506165352170115,0.7605427209387605,0.5882511120770845,128,27,101,0.2109375
2,0.8505681818181818,2,0.7734375,0.6936193619361937,0.46875,0.5555555555555556,0.5555555555555556,0.5084745762711864,0.3626373626373627,0.8316831683168316,0.875,0.46875,0.3648469697436627,0.7594426109277594,0.5230537349585297,128,27,101,0.2109375
3,0.8119047619047619,2,0.8203125,0.7233223322332234,0.5769230769230769,0.5555555555555556,0.5555555555555556,0.5660377358490566,0.4527881040892193,0.8910891089108911,0.8823529411764706,0.5769230769230769,0.45291630904788366,0.7598093142647597,0.6039996153444838,128,27,101,0.2109375
4,0.8779761904761905,2,0.796875,0.6813348001466814,0.52,0.48148148148148145,0.48148148148148145,0.5,0.3727855258198266,0.8811881188118812,0.8640776699029126,0.52,0.3732201696389082,0.746974697469747,0.5563538205511318,128,27,101,0.2109375
5,0.830952380952381,2,0.7265625,0.6503483681701503,0.3888888888888889,0.5185185185185185,0.5185185185185185,0.4444444444444444,0.2679738562091504,0.7821782178217822,0.8586956521739131,0.3888888888888889,0.272851357823075,0.7242390905757242,0.5475523462798443,128,27,101,0.2109375
