accuracy,balanced_accuracy,precision,recall,sensitivity,f1_score,specificity,npv,ppv,mcc,auroc,auc_pr,avg_loss,n_samples,n_positive,n_negative,class_ratio,fold,best_epoch
0.8627450980392157,0.7642045454545454,0.7222222222222222,0.5909090909090909,0.5909090909090909,0.65,0.9375,0.8928571428571429,0.7222222222222222,0.570099577388484,0.8727272727272728,0.6307605330399447,0.4731195890435986,102,22,80,0.21568627450980393,1,39
0.8431372549019608,0.8011363636363636,0.6153846153846154,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.875,0.9210526315789473,0.6153846153846154,0.5684026070835869,0.93125,0.8304009212275469,0.39159992483316686,102,22,80,0.21568627450980393,2,14
0.7524752475247525,0.6681547619047619,0.4230769230769231,0.5238095238095238,0.5238095238095238,0.46808510638297873,0.8125,0.8666666666666667,0.4230769230769231,0.3121594603620539,0.8047619047619048,0.5188749150259692,0.5823497789921147,101,21,80,0.2079207920792079,3,4
0.8712871287128713,0.7958333333333334,0.7,0.6666666666666666,0.6666666666666666,0.6829268292682927,0.925,0.9135802469135802,0.7,0.6025238413738234,0.8892857142857142,0.7752309152669341,0.4169047474861145,101,21,80,0.2079207920792079,4,2
0.8316831683168316,0.7181547619047619,0.6111111111111112,0.5238095238095238,0.5238095238095238,0.5641025641025641,0.9125,0.8795180722891566,0.6111111111111112,0.4626728708022833,0.8678571428571428,0.6567674353353954,0.4684903496267772,101,21,80,0.2079207920792079,5,5
