accuracy,balanced_accuracy,precision,recall,sensitivity,f1_score,cohen_kappa,specificity,npv,ppv,mcc,auroc,auc_pr,avg_loss,n_samples,n_positive,n_negative,class_ratio,val_loss,fold,best_epoch,best_val_loss
0.7843137254901961,0.7636363636363637,0.5,0.7272727272727273,0.7272727272727273,0.5925925925925926,0.45268292682926825,0.8,0.9142857142857143,0.5,0.4673773191347206,0.811931818181818,0.5179502698941246,0.09524396239690454,102,22,80,0.21568627450980393,0.09524396239690454,1,4,0.09524396239690454
0.8627450980392157,0.8136363636363637,0.6666666666666666,0.7272727272727273,0.7272727272727273,0.6956521739130435,0.6072607260726073,0.9,0.9230769230769231,0.6666666666666666,0.6082187681501369,0.9193181818181818,0.7981707176239963,0.048569075405108256,102,22,80,0.21568627450980393,0.048569075405108256,2,2,0.048569075405108256
0.5643564356435643,0.6372023809523809,0.2909090909090909,0.7619047619047619,0.7619047619047619,0.42105263157894735,0.17182258665672767,0.5125,0.8913043478260869,0.2909090909090909,0.22360732383348808,0.7303571428571428,0.5365295958284726,0.10034177335661965,101,21,80,0.2079207920792079,0.10034177335661965,3,1,0.10034177335661965
0.7326732673267327,0.743452380952381,0.42105263157894735,0.7619047619047619,0.7619047619047619,0.5423728813559322,0.37497134998854,0.725,0.9206349206349206,0.42105263157894735,0.40788392497929393,0.8666666666666667,0.6541432511015997,0.0869106566380579,101,21,80,0.2079207920792079,0.0869106566380579,4,2,0.0869106566380579
0.8217821782178217,0.7470238095238095,0.5652173913043478,0.6190476190476191,0.6190476190476191,0.5909090909090909,0.47728579643473257,0.875,0.8974358974358975,0.5652173913043478,0.47809283172483225,0.8321428571428571,0.6145252345302208,0.06691198412644521,101,21,80,0.2079207920792079,0.06691198412644521,5,1,0.06691198412644521
