Model,Dataset,Feature_Extractor,MIL_Architecture,Mean_AUC,Std_AUC,CI_Lower,CI_Upper,Sensitivity_at_90_Spec,Specificity_at_90_Sens,N_Folds
h-optimus_attention,ECU,h-optimus,attention,0.795970695970696,0.04161484923498608,0.7594936723196651,0.8324477196217269,0.4,0.543956043956044,5
