accuracy,balanced_accuracy,precision,recall,sensitivity,f1_score,specificity,npv,ppv,mcc,auroc,auc_pr,n_samples,n_positive,n_negative,class_ratio,best_epoch,final_auroc,final_f1,best_auroc,fold,mil_architecture,foundation_model
0.7941176470588235,0.6380681818181818,0.5333333333333333,0.36363636363636365,0.36363636363636365,0.43243243243243246,0.9125,0.8390804597701149,0.5333333333333333,0.3206820708982828,0.7619318181818182,0.4768999025613759,102,22,80,0.21568627450980393,15,0.7619318181818182,0.43243243243243246,0.7619318181818182,1,max,virchow2
0.7941176470588235,0.7039772727272727,0.5217391304347826,0.5454545454545454,0.5454545454545454,0.5333333333333333,0.8625,0.8734177215189873,0.5217391304347826,0.40150471220404044,0.7630681818181818,0.46889687965462173,102,22,80,0.21568627450980393,15,0.7630681818181818,0.5333333333333333,0.7630681818181818,2,max,virchow2
0.801980198019802,0.5238095238095238,1.0,0.047619047619047616,0.047619047619047616,0.09090909090909091,1.0,0.8,1.0,0.19518001458970663,0.7934523809523809,0.5185696843605898,101,21,80,0.2079207920792079,15,0.7934523809523809,0.09090909090909091,0.7934523809523809,3,max,virchow2
0.45544554455445546,0.65625,0.27631578947368424,1.0,1.0,0.4329896907216495,0.3125,1.0,0.27631578947368424,0.29385146623851705,0.8601190476190476,0.5934735279901164,101,21,80,0.2079207920792079,14,0.8589285714285715,0.625,0.8601190476190476,4,max,virchow2
0.7623762376237624,0.6568452380952381,0.43478260869565216,0.47619047619047616,0.47619047619047616,0.45454545454545453,0.8375,0.8589743589743589,0.43478260869565216,0.303560147372273,0.7708333333333333,0.4992334754517474,101,21,80,0.2079207920792079,13,0.7583333333333334,0.35294117647058826,0.7708333333333333,5,max,virchow2
