Model,Feature_Extractor,MIL_Architecture,Mean_AUC,Std_AUC,CI_Lower,CI_Upper,Sensitivity_at_90_Spec,Specificity_at_90_Sens,N_Folds
h-optimus_acmil,h-optimus,acmil,0.7942794279427944,0.03301340349778706,0.7653419039020394,0.8232169519835494,0.48148148148148145,0.4356435643564357,5
