accuracy,balanced_accuracy,precision,recall,sensitivity,f1_score,specificity,npv,ppv,mcc,auroc,auc_pr,n_samples,n_positive,n_negative,class_ratio,best_epoch,final_auroc,final_f1,best_auroc,fold,mil_architecture,foundation_model
0.8333333333333334,0.7125,0.6470588235294118,0.5,0.5,0.5641025641025641,0.925,0.8705882352941177,0.6470588235294118,0.4690415759823429,0.8051136363636364,0.5868503799423166,102,22,80,0.21568627450980393,13,0.7988636363636363,0.5909090909090909,0.8051136363636364,1,attention,uni2-h
0.8137254901960784,0.8153409090909092,0.5454545454545454,0.8181818181818182,0.8181818181818182,0.6545454545454545,0.8125,0.9420289855072463,0.5454545454545454,0.5544790344464572,0.8914772727272727,0.7568270884357684,102,22,80,0.21568627450980393,6,0.8431818181818183,0.5531914893617021,0.8914772727272727,2,attention,uni2-h
0.7524752475247525,0.7032738095238096,0.43333333333333335,0.6190476190476191,0.6190476190476191,0.5098039215686274,0.7875,0.8873239436619719,0.43333333333333335,0.3610574088600512,0.7666666666666666,0.5085107836360938,101,21,80,0.2079207920792079,6,0.7178571428571429,0.4782608695652174,0.7666666666666666,3,attention,uni2-h
0.7425742574257426,0.8199404761904762,0.4444444444444444,0.9523809523809523,0.9523809523809523,0.6060606060606061,0.6875,0.9821428571428571,0.4444444444444444,0.5224606098198247,0.9041666666666667,0.7062306516128427,101,21,80,0.2079207920792079,1,0.8476190476190477,0.7,0.9041666666666667,4,attention,uni2-h
0.8217821782178217,0.8172619047619047,0.5483870967741935,0.8095238095238095,0.8095238095238095,0.6538461538461539,0.825,0.9428571428571428,0.5483870967741935,0.5583065164741522,0.8285714285714286,0.6522057653475564,101,21,80,0.2079207920792079,2,0.8101190476190476,0.47368421052631576,0.8285714285714286,5,attention,uni2-h
