accuracy,balanced_accuracy,precision,recall,sensitivity,f1_score,specificity,npv,ppv,mcc,auroc,auc_pr,avg_loss,n_samples,n_positive,n_negative,class_ratio,val_loss,fold,best_epoch,best_val_loss
0.30392156862745096,0.5397727272727273,0.23076923076923078,0.9545454545454546,0.9545454545454546,0.37168141592920356,0.125,0.9090909090909091,0.23076923076923078,0.10547624565733116,0.6693181818181818,0.4188287266408857,0.06531515946755043,102,22,80,0.21568627450980393,0.06531515946755043,1,4,0.06531515946755043
0.5294117647058824,0.6670454545454545,0.30303030303030304,0.9090909090909091,0.9090909090909091,0.45454545454545453,0.425,0.9444444444444444,0.30303030303030304,0.2875396726729749,0.759659090909091,0.5678284668606094,0.05945153018602958,102,22,80,0.21568627450980393,0.05945153018602958,2,19,0.05945153018602958
0.5643564356435643,0.6020833333333333,0.27450980392156865,0.6666666666666666,0.6666666666666666,0.3888888888888889,0.5375,0.86,0.27450980392156865,0.16571788769065818,0.6470238095238096,0.46249592774290765,0.06448747862416965,101,21,80,0.2079207920792079,0.06448747862416965,3,18,0.06448747862416965
0.26732673267326734,0.5023809523809524,0.2087912087912088,0.9047619047619048,0.9047619047619048,0.3392857142857143,0.1,0.8,0.2087912087912088,0.006470154480826261,0.7375,0.514143238405308,0.06427183847587842,101,21,80,0.2079207920792079,0.06427183847587842,4,10,0.06427183847587842
0.504950495049505,0.6172619047619048,0.2698412698412698,0.8095238095238095,0.8095238095238095,0.40476190476190477,0.425,0.8947368421052632,0.2698412698412698,0.19646242841300957,0.7023809523809524,0.4364685432751439,0.06266158310553202,101,21,80,0.2079207920792079,0.06266158310553202,5,33,0.06266158310553202
