epoch,fold,train_loss,val_loss,train_accuracy,train_balanced_accuracy,train_precision,train_recall,train_sensitivity,train_f1_score,train_cohen_kappa,train_specificity,train_npv,train_ppv,train_mcc,train_auroc,train_auc_pr,train_avg_loss,train_n_samples,train_n_positive,train_n_negative,train_class_ratio,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_sensitivity,val_f1_score,val_cohen_kappa,val_specificity,val_npv,val_ppv,val_mcc,val_auroc,val_auc_pr,val_avg_loss,val_n_samples,val_n_positive,val_n_negative,val_class_ratio
1,3,0.12356993626215922,0.07332417824407025,0.5369458128078818,0.5153859252231872,0.5328083989501312,0.9530516431924883,0.9530516431924883,0.6835016835016835,0.03208298460523984,0.07772020725388601,0.6,0.5328083989501312,0.06392777323289033,0.6580067625094262,0.6958603796380616,0.12356993626215922,406,213,193,0.5246305418719212,0.21782178217821782,0.50625,0.21,1.0,1.0,0.34710743801652894,0.0052362548310683765,0.0125,1.0,0.21,0.05123475382979799,0.7142857142857143,0.4162836324343498,0.07332417824407025,101,21,80,0.2079207920792079
2,3,0.0570043586542901,0.07010356000726028,0.6625615763546798,0.6523809523809524,0.6123076923076923,0.9476190476190476,0.9476190476190476,0.7439252336448599,0.31084128360797925,0.35714285714285715,0.8641975308641975,0.6123076923076923,0.3810782589480298,0.8284985422740525,0.8415639873526048,0.0570043586542901,406,210,196,0.5172413793103449,0.46534653465346537,0.6098214285714285,0.2608695652173913,0.8571428571428571,0.8571428571428571,0.4,0.1191860465116279,0.3625,0.90625,0.2608695652173913,0.1915897147260778,0.7273809523809524,0.4623739253134114,0.07010356000726028,101,21,80,0.2079207920792079
3,3,0.05460151336818195,0.06862513482164924,0.7266009852216748,0.7379873294346979,0.6468401486988847,0.9157894736842105,0.9157894736842105,0.7581699346405228,0.4643544821356408,0.5601851851851852,0.8832116788321168,0.6468401486988847,0.5022860119415712,0.8467836257309942,0.8117915673563407,0.05460151336818195,406,190,216,0.46798029556650245,0.48514851485148514,0.6398809523809523,0.2753623188405797,0.9047619047619048,0.9047619047619048,0.4222222222222222,0.15180878552971577,0.375,0.9375,0.2753623188405797,0.24403025994920477,0.7720238095238096,0.5292729300897034,0.06862513482164924,101,21,80,0.2079207920792079
4,3,0.04956990459333449,0.05667292218918147,0.7463054187192119,0.7443150103142822,0.6783216783216783,0.9463414634146341,0.9463414634146341,0.790224032586558,0.49055868235752753,0.5422885572139303,0.9083333333333333,0.6783216783216783,0.5354038199778174,0.8806455527241839,0.8773452142268372,0.04956990459333449,406,205,201,0.5049261083743842,0.6237623762376238,0.6571428571428571,0.3191489361702128,0.7142857142857143,0.7142857142857143,0.4411764705882353,0.2157744176542704,0.6,0.8888888888888888,0.3191489361702128,0.2557016160432824,0.7821428571428571,0.4902113675818867,0.05667292218918147,101,21,80,0.2079207920792079
5,3,0.04668907686175373,0.05906599629808697,0.770935960591133,0.7801093109506149,0.6938775510204082,0.9042553191489362,0.9042553191489362,0.7852193995381063,0.5487702860967041,0.6559633027522935,0.8881987577639752,0.6938775510204082,0.5710428946660153,0.8865654889713058,0.8807544572553827,0.04668907686175373,406,188,218,0.4630541871921182,0.6138613861386139,0.7035714285714285,0.3333333333333333,0.8571428571428571,0.8571428571428571,0.48,0.25777275296777846,0.55,0.9361702127659575,0.3333333333333333,0.33124982078334314,0.781547619047619,0.5697121259716138,0.05906599629808697,101,21,80,0.2079207920792079
6,3,0.0463520590818213,0.053917972395187336,0.7980295566502463,0.7966023540832423,0.7338403041825095,0.9414634146341463,0.9414634146341463,0.8247863247863247,0.5948794081140938,0.6517412935323383,0.916083916083916,0.7338403041825095,0.6209171502007939,0.8900133478946729,0.8884866226307357,0.0463520590818213,406,205,201,0.5049261083743842,0.6831683168316832,0.6244047619047619,0.3333333333333333,0.5238095238095238,0.5238095238095238,0.4074074074074074,0.20550639134709925,0.725,0.8529411764705882,0.3333333333333333,0.21528323688147716,0.7541666666666667,0.5497782570032135,0.053917972395187336,101,21,80,0.2079207920792079
7,3,0.04931098947115056,0.053585761010307945,0.7906403940886699,0.7983444273766854,0.7166666666666667,0.91005291005291,0.91005291005291,0.8018648018648019,0.5864787787284014,0.6866359447004609,0.8975903614457831,0.7166666666666667,0.6054092191473688,0.8951551946943652,0.8856544543239885,0.04931098947115056,406,189,217,0.46551724137931033,0.6633663366336634,0.6821428571428572,0.3488372093023256,0.7142857142857143,0.7142857142857143,0.46875,0.26277372262773724,0.65,0.896551724137931,0.3488372093023256,0.2989844191527269,0.7910714285714285,0.5281293303352834,0.053585761010307945,101,21,80,0.2079207920792079
8,3,0.04488646732689125,0.05659137995934372,0.8004926108374384,0.799844690351388,0.7392996108949417,0.9313725490196079,0.9313725490196079,0.824295010845987,0.6004616692989917,0.6683168316831684,0.9060402684563759,0.7392996108949417,0.6220960316470407,0.8957969326344399,0.8897112157821456,0.04488646732689125,406,204,202,0.5024630541871922,0.6633663366336634,0.7172619047619048,0.3617021276595745,0.8095238095238095,0.8095238095238095,0.5,0.29832447895382097,0.625,0.9259259259259259,0.3617021276595745,0.3535268555143867,0.7845238095238095,0.5688886268120683,0.05659137995934372,101,21,80,0.2079207920792079
9,3,0.03592609202230405,0.062249656020111,0.8399014778325123,0.8324729088031171,0.7862595419847328,0.958139534883721,0.958139534883721,0.8637316561844863,0.6742055751709835,0.7068062827225131,0.9375,0.7862595419847328,0.6937296882758814,0.9293802508218678,0.9290565680846978,0.03592609202230405,406,215,191,0.5295566502463054,0.7227722772277227,0.6669642857142857,0.3870967741935484,0.5714285714285714,0.5714285714285714,0.46153846153846156,0.28405063291139243,0.7625,0.8714285714285714,0.3870967741935484,0.2938179697392114,0.7755952380952381,0.5584547799933246,0.062249656020111,101,21,80,0.2079207920792079
10,3,0.041776259380783484,0.07240264269922131,0.812807881773399,0.8108901997912267,0.7673469387755102,0.9082125603864735,0.9082125603864735,0.831858407079646,0.6240832338393314,0.7135678391959799,0.8819875776397516,0.7673469387755102,0.6354081169448189,0.91391741315272,0.915618728988385,0.041776259380783484,406,207,199,0.5098522167487685,0.6138613861386139,0.7211309523809524,0.3392857142857143,0.9047619047619048,0.9047619047619048,0.4935064935064935,0.27391705069124417,0.5375,0.9555555555555556,0.3392857142857143,0.36110533311267884,0.7928571428571428,0.5739294752798767,0.07240264269922131,101,21,80,0.2079207920792079
