Model,Dataset,Feature_Extractor,MIL_Architecture,Mean_AUC,Std_AUC,CI_Lower,CI_Upper,Sensitivity_at_90_Spec,Specificity_at_90_Sens,N_Folds
conch_attention,ECU,conch,attention,0.5104395604395605,0.07271439633687526,0.4467025818439315,0.5741765390351895,0.06666666666666667,0.18131868131868134,5
