epoch,fold,train_loss,val_loss,train_accuracy,train_balanced_accuracy,train_precision,train_recall,train_sensitivity,train_f1_score,train_specificity,train_npv,train_ppv,train_mcc,train_auroc,train_auc_pr,train_avg_loss,train_n_samples,train_n_positive,train_n_negative,train_class_ratio,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_sensitivity,val_f1_score,val_specificity,val_npv,val_ppv,val_mcc,val_auroc,val_auc_pr,val_avg_loss,val_n_samples,val_n_positive,val_n_negative,val_class_ratio
1,1,0.07670038964088056,0.07136775338305877,0.5061728395061729,0.48558538732394363,0.5179063360881543,0.8826291079812206,0.8826291079812206,0.6527777777777778,0.08854166666666667,0.40476190476190477,0.5179063360881543,-0.04721667831824841,0.5327171361502347,0.6140281888914693,0.07670038964088056,405,213,192,0.5259259259259259,0.21568627450980393,0.5,0.21568627450980393,1.0,1.0,0.3548387096774194,0.0,0.0,0.21568627450980393,0.0,0.5784090909090909,0.2945857544052244,0.07136775338305877,102,22,80,0.21568627450980393
2,1,0.06708218624778822,0.06629072731504074,0.5061728395061729,0.5145631067961165,0.49874686716791977,1.0,1.0,0.6655518394648829,0.02912621359223301,1.0,0.49874686716791977,0.1205263779493514,0.7215934039127678,0.7153750369861482,0.06708218624778822,405,199,206,0.49135802469135803,0.24509803921568626,0.51875,0.2222222222222222,1.0,1.0,0.36363636363636365,0.0375,1.0,0.2222222222222222,0.09128709291752769,0.8329545454545455,0.5138366936074948,0.06629072731504074,102,22,80,0.21568627450980393
3,1,0.05895355705390958,0.06260466231749608,0.5259259259259259,0.5444007426589144,0.5026315789473684,0.9845360824742269,0.9845360824742269,0.6655052264808362,0.10426540284360189,0.88,0.5026315789473684,0.18433190863231563,0.8784140323447499,0.8535565042513735,0.05895355705390958,405,194,211,0.47901234567901235,0.3333333333333333,0.5585227272727273,0.23863636363636365,0.9545454545454546,0.9545454545454546,0.38181818181818183,0.1625,0.9285714285714286,0.23863636363636365,0.1398960758652756,0.7982954545454545,0.5091844119695594,0.06260466231749608,102,22,80,0.21568627450980393
4,1,0.052131573687873634,0.06495460996834132,0.654320987654321,0.6472332015810276,0.6006006006006006,0.966183574879227,0.966183574879227,0.7407407407407407,0.3282828282828283,0.9027777777777778,0.6006006006006006,0.38500392272109285,0.891304347826087,0.8960800521737733,0.052131573687873634,405,207,198,0.5111111111111111,0.3627450980392157,0.5772727272727273,0.24705882352941178,0.9545454545454546,0.9545454545454546,0.3925233644859813,0.2,0.9411764705882353,0.24705882352941178,0.17056057308448833,0.7988636363636364,0.524684054281759,0.06495460996834132,102,22,80,0.21568627450980393
5,1,0.05134575746442173,0.06616670194153602,0.7111111111111111,0.6968529929577465,0.6509433962264151,0.971830985915493,0.971830985915493,0.7796610169491526,0.421875,0.9310344827586207,0.6509433962264151,0.47867334856539795,0.8747310250391237,0.855240227301093,0.05134575746442173,405,213,192,0.5259259259259259,0.4215686274509804,0.6147727272727272,0.26582278481012656,0.9545454545454546,0.9545454545454546,0.4158415841584158,0.275,0.9565217391304348,0.26582278481012656,0.22591630046021216,0.7909090909090909,0.5333647629835587,0.06616670194153602,102,22,80,0.21568627450980393
6,1,0.045821587591632906,0.05935685895383358,0.7604938271604939,0.7555994729907773,0.6870748299319728,0.9758454106280193,0.9758454106280193,0.8063872255489022,0.5353535353535354,0.954954954954955,0.6870748299319728,0.5728917431094305,0.8975747816327527,0.8810394464984003,0.045821587591632906,405,207,198,0.5111111111111111,0.6078431372549019,0.6840909090909091,0.3333333333333333,0.8181818181818182,0.8181818181818182,0.47368421052631576,0.55,0.9166666666666666,0.3333333333333333,0.303389938108459,0.7715909090909091,0.5298084884375058,0.05935685895383358,102,22,80,0.21568627450980393
7,1,0.04519320427275756,0.0591584095158256,0.7679012345679013,0.7517771350132365,0.7043189368770764,0.9769585253456221,0.9769585253456221,0.8185328185328186,0.526595744680851,0.9519230769230769,0.7043189368770764,0.5748508225790748,0.89209726443769,0.8888180776476604,0.04519320427275756,405,217,188,0.5358024691358024,0.6372549019607843,0.7028409090909091,0.35294117647058826,0.8181818181818182,0.8181818181818182,0.4931506849315068,0.5875,0.9215686274509803,0.35294117647058826,0.3337119062359573,0.7647727272727273,0.5229702954143196,0.0591584095158256,102,22,80,0.21568627450980393
8,1,0.04617535567605028,0.059027609845193535,0.7901234567901234,0.7774904402392391,0.7340425531914894,0.9539170506912442,0.9539170506912442,0.8296593186372746,0.601063829787234,0.9186991869918699,0.7340425531914894,0.601879710317614,0.8787626237866457,0.8769735092636565,0.04617535567605028,405,217,188,0.5358024691358024,0.6568627450980392,0.7153409090909091,0.3673469387755102,0.8181818181818182,0.8181818181818182,0.5070422535211268,0.6125,0.9245283018867925,0.3673469387755102,0.3545495160491638,0.7693181818181819,0.528842848526969,0.059027609845193535,102,22,80,0.21568627450980393
9,1,0.040956369080745125,0.057024403618505366,0.7950617283950617,0.7985287659200703,0.7186311787072244,0.9545454545454546,0.9545454545454546,0.8199566160520607,0.642512077294686,0.9366197183098591,0.7186311787072244,0.6254778040099088,0.9195822963938907,0.9175134871238803,0.040956369080745125,405,198,207,0.4888888888888889,0.7254901960784313,0.759090909090909,0.42857142857142855,0.8181818181818182,0.8181818181818182,0.5625,0.7,0.9333333333333333,0.42857142857142855,0.43305019054662414,0.7647727272727273,0.5004265719337381,0.057024403618505366,102,22,80,0.21568627450980393
10,1,0.04002920643189082,0.05879100648543009,0.7925925925925926,0.7949212079816559,0.7254901960784313,0.9296482412060302,0.9296482412060302,0.8149779735682819,0.6601941747572816,0.9066666666666666,0.7254901960784313,0.6106332214917203,0.9267941649997561,0.9291533658301407,0.04002920643189082,405,199,206,0.49135802469135803,0.696078431372549,0.7403409090909091,0.4,0.8181818181818182,0.8181818181818182,0.5373134328358209,0.6625,0.9298245614035088,0.4,0.39817165878105804,0.7693181818181819,0.5264006570970676,0.05879100648543009,102,22,80,0.21568627450980393
