epoch,fold,train_loss,val_loss,train_accuracy,train_balanced_accuracy,train_precision,train_recall,train_sensitivity,train_f1_score,train_cohen_kappa,train_specificity,train_npv,train_ppv,train_mcc,train_auroc,train_auc_pr,train_avg_loss,train_n_samples,train_n_positive,train_n_negative,train_class_ratio,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_sensitivity,val_f1_score,val_cohen_kappa,val_specificity,val_npv,val_ppv,val_mcc,val_auroc,val_auc_pr,val_avg_loss,val_n_samples,val_n_positive,val_n_negative,val_class_ratio
1,1,0.5810870202238153,0.06884313306734696,0.4888888888888889,0.4874981704639703,0.4978723404255319,0.5679611650485437,0.5679611650485437,0.5306122448979592,-0.02506572109800076,0.40703517587939697,0.4764705882352941,0.4978723404255319,-0.025328258221840098,0.5039517978240718,0.5391316404878039,0.5810870202238153,405,206,199,0.508641975308642,0.7745098039215687,0.5926136363636363,0.46153846153846156,0.2727272727272727,0.2727272727272727,0.34285714285714286,0.21747831887925284,0.9125,0.8202247191011236,0.46153846153846156,0.22845180127289924,0.6335227272727273,0.40135404225439764,0.06884313306734696,102,22,80,0.21568627450980393
2,1,0.4793465501097963,0.09738118474920424,0.5654320987654321,0.5503237992444684,0.5454545454545454,0.35294117647058826,0.35294117647058826,0.42857142857142855,0.1032383061168004,0.7477064220183486,0.573943661971831,0.5454545454545454,0.10962272958355278,0.5478339792964725,0.5335652898858942,0.4793465501097963,405,187,218,0.4617283950617284,0.7745098039215687,0.6090909090909091,0.4666666666666667,0.3181818181818182,0.3181818181818182,0.3783783783783784,0.24662813102119463,0.9,0.8275862068965517,0.4666666666666667,0.2533784263887667,0.6142045454545454,0.4022349508637484,0.09738118474920424,102,22,80,0.21568627450980393
3,1,0.45110042488449387,0.08160269825163471,0.5679012345679012,0.5678559235233869,0.5692307692307692,0.5495049504950495,0.5495049504950495,0.5591939546599496,0.13572343149807942,0.5862068965517241,0.5666666666666667,0.5692307692307692,0.1358046097691884,0.6147636931180803,0.6317761002603102,0.45110042488449387,405,202,203,0.49876543209876545,0.5098039215686274,0.5392045454545454,0.24074074074074073,0.5909090909090909,0.5909090909090909,0.34210526315789475,0.0513392857142857,0.4875,0.8125,0.24074074074074073,0.06461082015272737,0.5698863636363636,0.2835987221649551,0.08160269825163471,102,22,80,0.21568627450980393
4,1,0.4213892749625908,0.08076649899229262,0.5679012345679012,0.5653735281184346,0.5789473684210527,0.6255924170616114,0.6255924170616114,0.6013667425968109,0.13121023792887876,0.5051546391752577,0.5536723163841808,0.5789473684210527,0.13168004171986622,0.6300630282894415,0.6430101997447999,0.4213892749625908,405,211,194,0.5209876543209877,0.37254901960784315,0.5340909090909092,0.23076923076923078,0.8181818181818182,0.8181818181818182,0.36,0.03546099290780147,0.25,0.8333333333333334,0.23076923076923078,0.06611073566849314,0.6335227272727272,0.39910429122124896,0.08076649899229262,102,22,80,0.21568627450980393
5,1,0.40159511844430656,0.08055981960805024,0.5876543209876544,0.5889505327989051,0.5613207547169812,0.616580310880829,0.616580310880829,0.5876543209876544,0.17711970605769356,0.5613207547169812,0.616580310880829,0.5613207547169812,0.17790106559781016,0.6157493401114479,0.6038554174571636,0.40159511844430656,405,193,212,0.4765432098765432,0.4215686274509804,0.5159090909090909,0.22388059701492538,0.6818181818181818,0.6818181818181818,0.33707865168539325,0.018270799347471334,0.35,0.8,0.22388059701492538,0.02756514425406886,0.5426136363636364,0.25448767343969975,0.08055981960805024,102,22,80,0.21568627450980393
6,1,0.3811563543940325,0.08626568821879725,0.5851851851851851,0.5849802371541502,0.5942028985507246,0.5942028985507246,0.5942028985507246,0.5942028985507246,0.1699604743083004,0.5757575757575758,0.5757575757575758,0.5942028985507246,0.16996047430830039,0.6437320060508467,0.6723743585224,0.3811563543940325,405,207,198,0.5111111111111111,0.5588235294117647,0.5704545454545455,0.2653061224489796,0.5909090909090909,0.5909090909090909,0.36619718309859156,0.09752261108926463,0.55,0.8301886792452831,0.2653061224489796,0.11600036936700873,0.6278409090909091,0.3613966349156549,0.08626568821879725,102,22,80,0.21568627450980393
7,1,0.3857922663831019,0.08142473874856175,0.5925925925925926,0.5888935189724482,0.6150442477876106,0.6405529953917051,0.6405529953917051,0.6275395033860045,0.17835757583209355,0.5372340425531915,0.5642458100558659,0.6150442477876106,0.17853696624777982,0.6336895774095499,0.7106988388280318,0.3857922663831019,405,217,188,0.5358024691358024,0.5294117647058824,0.5681818181818181,0.25925925925925924,0.6363636363636364,0.6363636363636364,0.3684210526315789,0.08928571428571419,0.5,0.8333333333333334,0.25925925925925924,0.11236664374387369,0.6113636363636362,0.3682387534441503,0.08142473874856175,102,22,80,0.21568627450980393
8,1,0.39952373402563834,0.09534265622256927,0.5901234567901235,0.5927224312307617,0.5619469026548672,0.654639175257732,0.654639175257732,0.6047619047619047,0.1842207445517643,0.5308056872037915,0.6256983240223464,0.5619469026548672,0.1865418002827175,0.642057946938975,0.6375420734724473,0.39952373402563834,405,194,211,0.47901234567901235,0.7843137254901961,0.5988636363636364,0.5,0.2727272727272727,0.2727272727272727,0.35294117647058826,0.23673469387755097,0.925,0.8222222222222222,0.5,0.25241260113576186,0.6227272727272728,0.3775793558671847,0.09534265622256927,102,22,80,0.21568627450980393
9,1,0.3829676372848452,0.07427495883722954,0.6074074074074074,0.6056214317083883,0.6153846153846154,0.5252525252525253,0.5252525252525253,0.5667574931880109,0.21191761207181414,0.6859903381642513,0.6016949152542372,0.6153846153846154,0.21414131231810712,0.6433416288488751,0.6424126876628027,0.3829676372848452,405,198,207,0.4888888888888889,0.7549019607843137,0.6295454545454545,0.42857142857142855,0.4090909090909091,0.4090909090909091,0.4186046511627907,0.2634315424610051,0.85,0.8395061728395061,0.42857142857142855,0.26354595321588503,0.621590909090909,0.3915308652814793,0.07427495883722954,102,22,80,0.21568627450980393
10,1,0.362125489499789,0.08130623693189894,0.6123456790123457,0.6118494854411549,0.6859504132231405,0.41089108910891087,0.41089108910891087,0.5139318885448917,0.2239201279125118,0.812807881773399,0.5809859154929577,0.6859504132231405,0.24436321741394132,0.6470760376530265,0.6930503175016752,0.362125489499789,405,202,203,0.49876543209876545,0.4803921568627451,0.6193181818181819,0.2753623188405797,0.8636363636363636,0.8636363636363636,0.4175824175824176,0.1344860710854947,0.375,0.9090909090909091,0.2753623188405797,0.2098028778986595,0.6585227272727272,0.365976378489015,0.08130623693189894,102,22,80,0.21568627450980393
11,1,0.3669191606515462,0.06511050304763165,0.5975308641975309,0.5952380952380952,0.6026200873362445,0.6571428571428571,0.6571428571428571,0.6287015945330297,0.1911413343135453,0.5333333333333333,0.5909090909090909,0.6026200873362445,0.1919966161633041,0.6752869352869353,0.7159656962082471,0.3669191606515462,405,210,195,0.5185185185185185,0.7254901960784313,0.5943181818181817,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.1886363636363636,0.825,0.825,0.36363636363636365,0.18863636363636363,0.6499999999999999,0.35803896986753303,0.06511050304763165,102,22,80,0.21568627450980393
