epoch,train_loss,val_loss,train_mse,train_rmse,train_mae,train_r2,train_spearman_correlation,train_spearman_p_value,train_c_index,train_binary_accuracy,train_precision,train_recall,train_f1_score,train_specificity,train_auroc,train_auprc,train_boundary_mae,train_boundary_rmse,train_pred_mean,train_pred_std,train_target_mean,train_target_std,train_pred_min,train_pred_max,train_avg_loss,train_n_samples,train_n_high_risk_actual,train_n_high_risk_predicted,val_mse,val_rmse,val_mae,val_r2,val_spearman_correlation,val_spearman_p_value,val_c_index,val_binary_accuracy,val_precision,val_recall,val_f1_score,val_specificity,val_auroc,val_auprc,val_boundary_mae,val_boundary_rmse,val_pred_mean,val_pred_std,val_target_mean,val_target_std,val_pred_min,val_pred_max,val_avg_loss,val_n_samples,val_n_high_risk_actual,val_n_high_risk_predicted
1,55.43526538480638,35.63584906130168,307.4061584472656,17.53300198047287,13.383861541748047,-1.058035135269165,-0.005524985670860239,0.9118482234951298,0.4994138630834583,0.5297029702970297,0.75,0.04591836734693878,0.08653846153846154,0.9855769230769231,0.5081191130298273,0.5337516097541907,10.684720039367676,13.35454728193617,14.27497,7.5370736,24.007425,12.221651,-0.11451325,29.128473,55.43526538480638,404,196,12,147.92701721191406,12.162525116599516,9.374079704284668,-0.08661270141601562,-0.004639149046411259,0.9629054672706457,0.497348261638185,0.7281553398058253,0.3888888888888889,0.2916666666666667,0.3333333333333333,0.8607594936708861,0.5759493670886076,0.39214791131580023,4.96114444732666,5.902432615872214,22.019758,3.2346578,19.0,11.66773,12.466188,29.0297,35.63584906130168,103,24,18
2,32.219018906741795,30.237018548693616,126.12792205810547,11.230668816152734,8.674819946289062,0.06449508666992188,0.3073218213953925,2.766439682630948e-10,0.6060748018535869,0.5767326732673267,0.63,0.3197969543147208,0.42424242424242425,0.821256038647343,0.6425365997204444,0.6225321216254507,5.251566410064697,6.330363464044861,22.731136,3.7149227,23.470297,11.611346,14.453556,33.458755,32.219018906741795,404,197,100,127.40251159667969,11.28727210607947,8.171026229858398,0.06415212154388428,0.16223280107207147,0.10157727506723108,0.5545079552150854,0.8252427184466019,0.8,0.3333333333333333,0.47058823529411764,0.9746835443037974,0.6782700421940929,0.46686495853554544,4.4724345207214355,5.628338310609258,20.240292,3.9083998,19.0,11.66773,9.759459,32.048607,30.237018548693616,103,24,10
3,28.63902866024832,28.617233724630193,113.1034164428711,10.63500900060132,7.81499719619751,0.21654850244522095,0.5374386061312818,1.2942569845451432e-31,0.6914007708346497,0.6955445544554455,0.781021897810219,0.535,0.6350148367952523,0.8529411764705882,0.7958088235294117,0.7467870997397764,4.192558288574219,5.411590055662198,23.21986,4.504085,23.94307,12.015223,10.732376,34.36052,28.63902866024832,404,200,137,118.34798431396484,10.878785976108034,7.798791408538818,0.13066303730010986,0.2538944710933442,0.009657639598569643,0.5941858181103908,0.8446601941747572,0.7857142857142857,0.4583333333333333,0.5789473684210527,0.9620253164556962,0.7278481012658228,0.5161940389326565,4.580041408538818,5.7657821344398865,19.913612,4.6492925,19.0,11.66773,7.9640903,33.113525,28.617233724630193,103,24,14
4,28.476808587865474,28.40240498949142,109.12491607666016,10.446287190990882,7.76920747756958,0.2402319312095642,0.5369908255848608,1.4839233474580955e-31,0.6912278039156169,0.6856435643564357,0.7517241379310344,0.545,0.6318840579710145,0.8235294117647058,0.7751470588235295,0.7359188025695683,4.358193874359131,5.627346820822517,23.04908,5.0161953,23.663366,11.984542,9.2955675,40.402237,28.476808587865474,404,200,145,114.11522674560547,10.682472875959268,7.7918806076049805,0.16175520420074463,0.2973507653598459,0.0022864482364567023,0.6100962482812807,0.7961165048543689,0.5789473684210527,0.4583333333333333,0.5116279069767442,0.8987341772151899,0.7494725738396625,0.5557740511407049,4.506032943725586,5.573635998467087,20.637804,4.916135,19.0,11.66773,7.1685953,33.89513,28.40240498949142,103,24,19
5,26.724846299342847,26.42527182349507,99.09964752197266,9.954880588031815,7.392361640930176,0.29269635677337646,0.6045864883180541,1.2635545224909096e-41,0.7170459858718866,0.7376237623762376,0.7960526315789473,0.6173469387755102,0.6954022988505747,0.8509615384615384,0.8301609105180534,0.7804152383906754,4.225436687469482,5.465488005939306,23.127655,5.2964683,23.930693,11.836767,9.858605,38.580627,26.724846299342847,404,196,152,108.02276611328125,10.393400122831856,7.3029398918151855,0.20650798082351685,0.32962693028938006,0.000673693428125261,0.6242388528776271,0.8252427184466019,0.7142857142857143,0.4166666666666667,0.5263157894736842,0.9493670886075949,0.7805907172995781,0.5519901172647275,4.5330986976623535,5.744748578525326,19.345133,5.276231,19.0,11.66773,4.290116,33.49529,26.42527182349507,103,24,14
6,26.89741439867383,27.676712058303714,97.3028564453125,9.864221025773526,7.431312084197998,0.36782407760620117,0.6522193386314376,2.616509040652201e-50,0.7340972546839665,0.7722772277227723,0.8791946308724832,0.6390243902439025,0.7401129943502824,0.9095477386934674,0.8615026351268538,0.8592927568388875,4.25409460067749,5.611263031786128,23.12973,6.092008,23.923267,12.406344,3.3472478,41.320084,26.89741439867383,404,205,149,111.57672882080078,10.562988631102506,7.754659175872803,0.1804019808769226,0.3614578688293892,0.00017592958563065596,0.6370064820271066,0.7961165048543689,0.5714285714285714,0.5,0.5333333333333333,0.8860759493670886,0.7911392405063291,0.5626496810557745,4.524781703948975,5.395408918069925,21.145546,5.6341558,19.0,11.66773,4.7444863,37.24676,27.676712058303714,103,24,21
7,23.436441937501193,28.219673410435806,84.7771224975586,9.207449293781563,6.683788299560547,0.40753448009490967,0.6886411536719007,4.374158020325553e-58,0.7507332861333064,0.7821782178217822,0.8493975903614458,0.6911764705882353,0.7621621621621621,0.875,0.8775000000000001,0.8690539299814639,4.37286901473999,5.873726564739306,23.372791,7.2954774,23.955446,11.96211,2.2973492,41.455166,23.436441937501193,404,204,166,110.12757873535156,10.494168796781933,7.882172584533691,0.19104689359664917,0.3614523722072962,0.00017597256520363982,0.637399332154783,0.7475728155339806,0.46153846153846156,0.5,0.48,0.8227848101265823,0.7790084388185654,0.5668220614901045,4.692934513092041,5.583184178575825,21.458284,5.61201,19.0,11.66773,4.60711,36.70751,28.219673410435806,103,24,26
8,26.961982801153244,25.2653245116944,104.98405456542969,10.246172678880134,7.429576396942139,0.3592493534088135,0.6519812918799901,2.917632447107526e-50,0.7371302841390474,0.754950495049505,0.8165680473372781,0.6699029126213593,0.736,0.8434343434343434,0.8423310777679709,0.8317217608851012,4.392610549926758,5.79650120930991,23.595171,6.5928974,24.304455,12.800212,3.2363715,39.74337,26.961982801153244,404,206,169,102.48749542236328,10.123610789751021,7.10176420211792,0.24716788530349731,0.3889244894276321,4.906673355579531e-05,0.6480062856020429,0.8058252427184466,0.6428571428571429,0.375,0.47368421052631576,0.9367088607594937,0.804324894514768,0.5634285334078635,4.3326029777526855,5.460065998614716,19.570353,5.7308264,19.0,11.66773,1.3635409,35.491753,25.2653245116944,103,24,14
9,21.04119961769614,25.370618730691913,74.44509887695312,8.628157328013504,6.135217666625977,0.4174351692199707,0.7078402136089265,1.1485769445210576e-62,0.7611103375821171,0.8168316831683168,0.8630952380952381,0.7397959183673469,0.7967032967032966,0.8894230769230769,0.8962666797488227,0.8598845851555246,3.643429756164551,4.925231370477368,23.534828,6.595265,23.873762,11.3043585,-0.57694244,41.773083,21.04119961769614,404,196,168,102.71117401123047,10.13465214061294,7.1352105140686035,0.2455248236656189,0.400417926223895,2.7779280171817183e-05,0.6533097623256727,0.7961165048543689,0.5789473684210527,0.4583333333333333,0.5116279069767442,0.8987341772151899,0.8122362869198313,0.600224075135645,4.317039489746094,5.380873908215401,19.96929,5.876031,19.0,11.66773,3.274367,36.828465,25.370618730691913,103,24,19
10,22.545265009517756,27.194513945397244,78.84384155273438,8.879405472931978,6.480088233947754,0.4606018662452698,0.7104100020747294,2.622044090558002e-63,0.7653121802725814,0.7623762376237624,0.8121546961325967,0.7033492822966507,0.7538461538461538,0.8256410256410256,0.8545699914120967,0.8392376966919126,4.078996181488037,5.38061514021486,23.959064,7.0463996,24.527227,12.09008,-0.29509264,42.181076,22.545265009517756,404,209,181,110.45006561279297,10.50952261583717,7.535813808441162,0.18867802619934082,0.3806410799336252,7.299002753282327e-05,0.6470241602828521,0.7184466019417476,0.42424242424242425,0.5833333333333334,0.49122807017543857,0.759493670886076,0.7985232067510549,0.5629948757724905,4.1164870262146,5.295431745035811,21.697853,6.357677,19.0,11.66773,3.403688,40.204746,27.194513945397244,103,24,33
