fold,val_auroc,best_epoch,accuracy,balanced_accuracy,precision,recall,sensitivity,f1_score,cohen_kappa,specificity,npv,ppv,mcc,auroc,auc_pr,n_samples,n_positive,n_negative,class_ratio
1,0.8170454545454545,1,0.6796875,0.7156215621562156,0.375,0.7777777777777778,0.7777777777777778,0.5060240963855421,0.30947368421052635,0.6534653465346535,0.9166666666666666,0.375,0.35465369671149033,0.7759442610927759,0.572758024358244,128,27,101,0.2109375
2,0.9079545454545455,4,0.796875,0.6677667766776678,0.5217391304347826,0.4444444444444444,0.4444444444444444,0.48,0.3547886777820861,0.8910891089108911,0.8571428571428571,0.5217391304347826,0.3565496032731737,0.7803447011367803,0.5265490185124968,128,27,101,0.2109375
3,0.7880952380952382,2,0.7421875,0.7009534286762009,0.425,0.6296296296296297,0.6296296296296297,0.5074626865671642,0.3416458852867831,0.7722772277227723,0.8863636363636364,0.425,0.3537501669041658,0.815914924825816,0.5722438167564776,128,27,101,0.2109375
4,0.8386904761904762,3,0.625,0.708104143747708,0.34328358208955223,0.8518518518518519,0.8518518518518519,0.48936170212765956,0.2697884478250535,0.5643564356435643,0.9344262295081968,0.34328358208955223,0.33997812445181497,0.8228822882288228,0.6516115832483366,128,27,101,0.2109375
5,0.863095238095238,3,0.6875,0.6662999633296662,0.3617021276595745,0.6296296296296297,0.6296296296296297,0.4594594594594595,0.26160946062878565,0.7029702970297029,0.8765432098765432,0.3617021276595745,0.28149668167038966,0.7873120645397873,0.5670227124044871,128,27,101,0.2109375
