fold,val_auroc,best_epoch,accuracy,balanced_accuracy,precision,recall,sensitivity,f1_score,cohen_kappa,specificity,npv,ppv,mcc,auroc,auc_pr,n_samples,n_positive,n_negative,class_ratio
1,0.7017045454545454,2,0.515625,0.6116611661166117,0.2727272727272727,0.7777777777777778,0.7777777777777778,0.40384615384615385,0.1330565872842473,0.44554455445544555,0.8823529411764706,0.2727272727272727,0.18609910008436661,0.6615328199486614,0.4043534400928759,128,27,101,0.2109375
2,0.6528409090909091,3,0.75,0.5973597359735974,0.391304347826087,0.3333333333333333,0.3333333333333333,0.36,0.20589375727025983,0.8613861386138614,0.8285714285714286,0.391304347826087,0.20691567140771064,0.6376971030436377,0.3997498620440067,128,27,101,0.2109375
3,0.6351190476190476,7,0.546875,0.5771910524385773,0.26153846153846155,0.6296296296296297,0.6296296296296297,0.3695652173913043,0.10186305347205415,0.5247524752475248,0.8412698412698413,0.26153846153846155,0.12598318215695956,0.62009534286762,0.3383803226328626,128,27,101,0.2109375
4,0.7065476190476191,1,0.4609375,0.5363036303630363,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.34285714285714286,0.042912873862158696,0.40594059405940597,0.82,0.23076923076923078,0.06071420571269698,0.621928859552622,0.39254285353723606,128,27,101,0.2109375
5,0.6904761904761905,5,0.6328125,0.5773744041070774,0.2826086956521739,0.48148148148148145,0.48148148148148145,0.3561643835616438,0.12303206997084548,0.6732673267326733,0.8292682926829268,0.2826086956521739,0.1315782300057488,0.6321965529886323,0.3897419690842958,128,27,101,0.2109375
