Model,Dataset,Feature_Extractor,MIL_Architecture,Mean_AUC,Std_AUC,CI_Lower,CI_Upper,Sensitivity_at_90_Spec,Specificity_at_90_Sens,N_Folds
uni2-h_attention,ECU,uni2-h,attention,0.7175824175824176,0.02519859000550712,0.695494879588149,0.7396699555766861,0.3,0.4340659340659341,5
