accuracy,balanced_accuracy,precision,recall,sensitivity,f1_score,specificity,npv,ppv,mcc,auroc,auc_pr,avg_loss,n_samples,n_positive,n_negative,class_ratio,fold,best_epoch
0.8431372549019608,0.71875,0.6875,0.5,0.5,0.5789473684210527,0.9375,0.872093023255814,0.6875,0.4947948541309,0.8892045454545454,0.6504818755509562,0.8888291919571641,102,22,80,0.21568627450980393,1,12
0.8823529411764706,0.8590909090909091,0.6923076923076923,0.8181818181818182,0.8181818181818182,0.75,0.9,0.9473684210526315,0.6923076923076923,0.6777932975034471,0.9369318181818183,0.8753613681738397,0.35771473351698824,102,22,80,0.21568627450980393,2,5
0.7821782178217822,0.7220238095238095,0.48148148148148145,0.6190476190476191,0.6190476190476191,0.5416666666666666,0.825,0.8918918918918919,0.48148148148148145,0.4071800062161993,0.819047619047619,0.552335341111504,0.9939062313062138,101,21,80,0.2079207920792079,3,5
0.8712871287128713,0.7782738095238095,0.7222222222222222,0.6190476190476191,0.6190476190476191,0.6666666666666666,0.9375,0.9036144578313253,0.7222222222222222,0.5901761721693518,0.8785714285714286,0.7895417350684688,0.5034273299823431,101,21,80,0.2079207920792079,4,4
0.8118811881188119,0.6880952380952381,0.5555555555555556,0.47619047619047616,0.47619047619047616,0.5128205128205128,0.9,0.8674698795180723,0.5555555555555556,0.39892122011874903,0.8333333333333334,0.6201973766742337,0.8955213560162089,101,21,80,0.2079207920792079,5,4
