epoch,fold,train_loss,val_loss,train_accuracy,train_balanced_accuracy,train_precision,train_recall,train_sensitivity,train_f1_score,train_cohen_kappa,train_specificity,train_npv,train_ppv,train_mcc,train_auroc,train_auc_pr,train_avg_loss,train_n_samples,train_n_positive,train_n_negative,train_class_ratio,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_sensitivity,val_f1_score,val_cohen_kappa,val_specificity,val_npv,val_ppv,val_mcc,val_auroc,val_auc_pr,val_avg_loss,val_n_samples,val_n_positive,val_n_negative,val_class_ratio
1,1,0.07325155949943446,0.11052384450411579,0.7358024691358025,0.735257535850161,0.7081545064377682,0.8088235294117647,0.8088235294117647,0.7551487414187643,0.47101475812062843,0.6616915422885572,0.7732558139534884,0.7081545064377682,0.47593151967081043,0.8329675153643548,0.8477012634437285,0.07325155949943446,405,204,201,0.5037037037037037,0.6764705882352942,0.727840909090909,0.3829787234042553,0.8181818181818182,0.8181818181818182,0.5217391304347826,0.32273641851106627,0.6375,0.9272727272727272,0.3829787234042553,0.37599992704525104,0.8056818181818182,0.5078257928371607,0.11052384450411579,102,22,80,0.21568627450980393
2,1,0.06376020453986002,0.09204199304574491,0.8864197530864197,0.8844553243574051,0.8755555555555555,0.9162790697674419,0.9162790697674419,0.8954545454545455,0.7712707182320442,0.8526315789473684,0.9,0.8755555555555555,0.7722259548452106,0.9328029375764993,0.9432549800797105,0.06376020453986002,405,215,190,0.5308641975308642,0.7450980392156863,0.7221590909090909,0.4411764705882353,0.6818181818181818,0.6818181818181818,0.5357142857142857,0.3709677419354839,0.7625,0.8970588235294118,0.4411764705882353,0.38766492091636423,0.7823863636363637,0.55300957414255,0.09204199304574491,102,22,80,0.21568627450980393
3,1,0.038949108720180925,0.12462693978819499,0.9209876543209876,0.9170044989370643,0.9110169491525424,0.9513274336283186,0.9513274336283186,0.9307359307359307,0.8388821203908601,0.88268156424581,0.9349112426035503,0.9110169491525424,0.8399474528087888,0.9625747762891185,0.9698148866075325,0.038949108720180925,405,226,179,0.5580246913580247,0.7549019607843137,0.7448863636363636,0.45714285714285713,0.7272727272727273,0.7272727272727273,0.5614035087719298,0.403369209171736,0.7625,0.9104477611940298,0.45714285714285713,0.4243063276251314,0.790340909090909,0.5425349910428896,0.12462693978819499,102,22,80,0.21568627450980393
4,1,0.0403685907896778,0.1556845764910697,0.9135802469135802,0.9161763978840164,0.875,0.9385474860335196,0.9385474860335196,0.9056603773584906,0.8261141574356898,0.8938053097345132,0.9483568075117371,0.875,0.8278425820450628,0.9600533939783458,0.9333338386902352,0.0403685907896778,405,179,226,0.4419753086419753,0.803921568627451,0.6607954545454545,0.5625,0.4090909090909091,0.4090909090909091,0.47368421052631576,0.3568726355611602,0.9125,0.8488372093023255,0.5625,0.36370634732219403,0.8312499999999999,0.6100293185667096,0.1556845764910697,102,22,80,0.21568627450980393
5,1,0.042031469850183294,0.07838085973729528,0.9185185185185185,0.9187929940966971,0.9029126213592233,0.9346733668341709,0.9346733668341709,0.9185185185185185,0.8370857052305667,0.9029126213592233,0.9346733668341709,0.9029126213592233,0.8375859881933941,0.9713616626823437,0.9683299768885655,0.04203146985018329,405,199,206,0.49135802469135803,0.803921568627451,0.7761363636363636,0.5333333333333333,0.7272727272727273,0.7272727272727273,0.6153846153846154,0.48795180722891573,0.825,0.9166666666666666,0.5333333333333333,0.49852053846629757,0.865340909090909,0.6150404332586376,0.07838085973729528,102,22,80,0.21568627450980393
6,1,0.027828079991655597,0.13548675445067987,0.928395061728395,0.9294871794871795,0.8990384615384616,0.958974358974359,0.958974358974359,0.9280397022332506,0.8569340398319021,0.9,0.9593908629441624,0.8990384615384616,0.8587017984855125,0.981904761904762,0.980739827478659,0.027828079991655597,405,195,210,0.48148148148148145,0.8431372549019608,0.7517045454545455,0.65,0.5909090909090909,0.5909090909090909,0.6190476190476191,0.5205640423031728,0.9125,0.8902439024390244,0.65,0.5215013823529223,0.8590909090909091,0.6445428064610977,0.13548675445067987,102,22,80,0.21568627450980393
7,1,0.03217048853721484,0.1565562088962339,0.9481481481481482,0.9461490683229814,0.9484978540772532,0.9608695652173913,0.9608695652173913,0.9546436285097192,0.8941308271612622,0.9314285714285714,0.9476744186046512,0.9484978540772532,0.894233106649402,0.9843726708074535,0.9898414480592905,0.03217048853721483,405,230,175,0.5679012345679012,0.6764705882352942,0.6948863636363636,0.37209302325581395,0.7272727272727273,0.7272727272727273,0.49230769230769234,0.28957365977205574,0.6625,0.8983050847457628,0.37209302325581395,0.3246441251665584,0.7744318181818182,0.6198682905586337,0.15655620889623387,102,22,80,0.21568627450980393
8,1,0.016623140783047698,0.1527107860997187,0.9604938271604938,0.9605179729795639,0.9514563106796117,0.9702970297029703,0.9702970297029703,0.9607843137254902,0.9209910261412407,0.9507389162561576,0.9698492462311558,0.9514563106796117,0.9211707415711323,0.990196556601473,0.9846768754871641,0.016623140783047694,405,202,203,0.49876543209876545,0.8137254901960784,0.7164772727272727,0.5714285714285714,0.5454545454545454,0.5454545454545454,0.5581395348837209,0.4402079722703639,0.8875,0.8765432098765432,0.5714285714285714,0.4403991586633868,0.8392045454545454,0.6151958282052326,0.1527107860997187,102,22,80,0.21568627450980393
9,1,0.019406914422399096,0.21751446370652366,0.9604938271604938,0.9593603286384976,0.9457013574660633,0.9812206572769953,0.9812206572769953,0.9631336405529954,0.9206115848279918,0.9375,0.9782608695652174,0.9457013574660633,0.9213377146938545,0.988849765258216,0.9827216072516406,0.0194069144223991,405,213,192,0.5259259259259259,0.8333333333333334,0.7454545454545455,0.6190476190476191,0.5909090909090909,0.5909090909090909,0.6046511627906976,0.49913344887348343,0.9,0.8888888888888888,0.6190476190476191,0.4993502271458874,0.84375,0.6349480184226143,0.21751446370652366,102,22,80,0.21568627450980393
10,1,0.012679908850342501,0.25147707430402627,0.9629629629629629,0.9620879120879121,0.9452054794520548,0.9857142857142858,0.9857142857142858,0.965034965034965,0.9257017061089708,0.9384615384615385,0.9838709677419355,0.9452054794520548,0.9266228959549039,0.9929426129426129,0.9930871201305228,0.012679908850342498,405,210,195,0.5185185185185185,0.8529411764705882,0.7085227272727272,0.7692307692307693,0.45454545454545453,0.45454545454545453,0.5714285714285714,0.4896597731821214,0.9625,0.8651685393258427,0.7692307692307693,0.5143669390622946,0.8352272727272727,0.6716818660709369,0.2514770743040263,102,22,80,0.21568627450980393
