Model,Dataset,Feature_Extractor,MIL_Architecture,Mean_AUC,Std_AUC,CI_Lower,CI_Upper,Sensitivity_at_90_Spec,Specificity_at_90_Sens,N_Folds
virchow2_mean,ECU,virchow2,mean,0.7164835164835165,0.016199009900255693,0.7022844582598923,0.7306825747071407,0.2,0.5054945054945055,5
